Genus,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
SICN01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141010575793184,0,9.50172931473528e-05,0
SICU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179529632363208,0.000424874468906914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sideroxyarcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115809994402517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183933416103371,0,0,0,0,0,0.000909188148465077,0.00350681259772169,0.00471238851890797,0.00289999546875708,0.00204972346403265,0.00316094932117318,0,0,0,0,0,0,0,0.00487261589864959,0.0111180332582547,0.00564042303172738,0.0022536524712465,0.00119721789365665,0.000770903035816155
Silvanigrella,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0.000159581895433963,0,0,0,0,0,0,0,0,0,0,0,0.000318060537522308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154180607163231
Singulisphaera,0.001189606595012,0.000725729916820186,0.000650445675740785,0.00049022491519109,0.00119626608095388,0.00509377170641352,0,0,0,0,0,0,0.000313594313489782,0.000308826651740045,0,0.00116809735955667,0.00135525159994981,0.00107721065804898,0.00110369738624392,0.000246068496521486,0.000927147594765182,0.00134852359916299,0.00223089793641941,0.00146003935758268,0,0,0,0,5.98432107877361e-05,0.000154499806875241,0,0,0,0,0,6.93208863830672e-05,0,0,0,0,0,0,0.00149083812208609,0.000955521992417471,0.00271388530497842,0,0,0,0,0,0,0,0,0,0
SJA-28 Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233038151674546,0,0,0,0,0,0.00033103555711337,0.000883592369386923,0.00321594543494778,0.000950012091062977,0,0,0,0,0,0,0,0,0,0,7.77121541809139e-05,0.000190034586294706,0.0002004347893122
SLAK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173812282734647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLHB01 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0.00032626427406199,0.000285143997718848,0.000301008378066523,6.71095899604053e-05,0,0,0,0,0,0,0,0,0,0,0.000214588985453932,0,0,0,0,0,0,0,7.78907193207929e-05,0,0,0,0.000271061476742925,0,0.000400409307291898,0,0,0,0,0,0.000670915800067092,0.000211515863689777,0,0.000152027669035765,0.000262107032177493
SLPQ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41485221415799e-05,0,0,0,0,0,0,0,0,7.70903035816155e-05
SM23-28-2 Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133108768879713,0.00266030869619777,0.00313658397490733,0.00316058796969849,0.000671095899604053,0,0.00488258544524529,0.00734337237404722,0,0,0,0,0,0,0.00056006179992275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM23-32 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271061476742925,0.00021576303054588,0.000177959692129733,0.000231408435889345,0.00067423305989437,0,0,0,0,0,0,0,0
SM23-33 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01680630110871e-05,0,0,0,0,0,0,0,0,0,0,0,0.000122622277402247,0,0,0,0.000428490738756987,0.000207962659149202,3.56544371947089e-05,0,0,4.53124291993294e-05,7.06801194494019e-05,0.000155456523992124,0.00010842459069717,0.000154116450389915,0.000155714730613516,0,0.00192638017112677,0.00218171240182294,0,0,0,0,0.000155424308361828,0,0.0002004347893122
SM23-39 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106020179174103,0,0,0,0,0,0,0,0,0,0,0,0.000388560770904569,0.000266048420812588,0
SM23-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000752056404230317,0.000388560770904569,0,0
SM23-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217320438987287,0,0.000190095998479232,0,0,0,0,0,0,0,0.000375544539582394,0.000870322019147084,0,0.000119686421575472,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smithella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116836078981189,0.000317187004395306,0.000812821373668122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMWR01 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133015434809888,0.00221778664892437,0.00145487382732153,0.00433975348410621,0.00360161181043398,0.00451057893513137,0.00246328313812976,0,0,0,0.000615593623299157,0.000524785166072639,0,0.000463499420625724,0.000153277846752809,0,0,0,0,0,0,0,0,0,0,0,0.000271061476742925,0.000246586320623863,0,0.000546965393920269,0.000626073555616201,0,0,0,0,0,0,0,0
SMYC01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065196131696186,0.000401556029614757,0.000380191996958464,0.000501680630110871,0,0,0.00120902115787026,0,0,0.000833415040690264,0,0.000424547326413212,0.00024052653444996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOKP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212318323071281,0.000990439229478706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289687137891078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solibacillus,0,0,0,0,0,0,0,0,0,0,0,0.00262525833659163,0.00397219463753724,0.00432357312436063,0.00299153073393568,0,0,0,0,0,0,0,0,0,0,0,0.00165573457301153,0.00268952397612228,0.00295226506552832,0.0015063731170336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solibacter,0.000605238443076281,0,0,0,0,0,0,0,0.00103127180078255,0.000781511666852741,0,0.000279282801765067,8.71095315249395e-05,7.72066629350113e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757192562958876,0.00339148980804867,0.00269658432651974,0.00377765785213168,0.00134390277155601,0.00478314116043164,0.00265625557100581,0.00122850122850123,0.00147992366709507,0.00174452852417418,0.00118389200077748,0.00333367879227554,0.00284614550580072,0.00305150571772031,0.00180184188281354,0.000462816871778689,0.000818711572728878,0,0.0132932500352295,0.010487725648522,0.00488810082906024,0.00256169212690952,0.00336105066832453,0.00155828360761659,0.00127969903945482
Solirubrobacter,0,0,0,0,0.00100015688735488,0,0,0,0,0,0,0,0,0,0,0,0.00170661312586272,0.00228115198175078,0.00170571414237696,0.00914927409793526,0.00602645936597368,0.00288305045338293,0,0,0,0.000901306894997747,0.000403319960092551,0,0.000678223055594343,0.000289687137891078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solirubrobacteraceae Family,0.00252530522800793,0.002679618154413,0.00248132980004818,0.00156871972861149,0.0141983056165673,0.00699235934244038,0,0.00203919228091117,0,0,0.000327725584443959,0.000502709043177121,0.000278750500879806,0,0.000586178319487397,0.000706291426708682,0.00107918182958966,0.00047523999619808,0,0.0103125069905823,0.00467139749670149,0.00106951871657754,0.00167317345231456,0.000190439916206437,0,0,0.000127364197923964,0,0,0,0.000199261200778651,0,0,0,0,0,0,0,0,0,0,0,0.000731865987205898,0,0,0.00378668349637109,0.00191032700303405,0,0,0,0,0,0,0,0
Solirubrobacterales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671095899604053,0.000213957137253504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162990329240465,0,0,0,0,0,0,0,0,0,0,0.000254728395847927,0.000415454923140839,0.000678223055594343,0.000540749324063345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469767129722837,0.000641871411760511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPDF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065196131696186,0.000702723051825825,0,0.000802689008177394,0.000715835626244324,0.00174731662090361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189334174818555,0.000144478512834508,0,0,0,0,0,0,0,0
Sphaerobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000559246583003378,0.00106978568626752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingobacteriaceae Family,0,0,0,0,0,0,0,0,0,0,0,0.000335139362118081,0.000435547657624697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239372843150945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796549580354367,0,0
Sphingobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62541821489693e-05
Sphingobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321883478180898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomicrobium,0.00181571532922884,0.000809467984145593,0,0.000568660901621664,0,0,0,0,0.00185022293669811,0,0,0.000781991844942188,0.000679454345894528,0.000482541643343821,0.000727669637984355,0.000896446810822558,0.000878403814782281,0,0.00070235288215522,0,0,0,0,0,0,0,0.000233501029527267,0.00024052653444996,0.000299216053938681,0.000231749710312862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomonadaceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244485493860698,0.000602334044422136,0.000918797325982955,0.00163046204786033,0.000626356172963783,0,0.00255754475703325,0,0,0,0,0.000191046296885945,0,0,0.000135187331015836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212318323071281,0.000282982636993916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65623792970259e-05,0,0,0,0,0.000525874997565394,0,0.000178272185973544,0.000223363859727496,0,0.000181249716797317,0,0.000241821259543303,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomonas_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000407475823101163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomonas_N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161748734893823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirochaeta_D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413098993540634,0.000191046296885945,0,7.97909477169815e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirochaetia Class,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143351631061851,0.00292962247819429,0.00206054064661728,0.000370060183471944,0.00298079811447189,0.00351196206367882,0.00163055617601072,0.00169412314522725,0.00217499660156781,0.00187302316540915,0.00407641551801568,0,0,0,0,0,0,0.00145615106392973,0,0,4.70035252643948e-05,0,0,6.16722428652924e-05
Spirochaetota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103637682661416,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
Sporobacter,0,0,0,0,0,0,0,0,0,0,0.000327725584443959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporocytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49094652826424e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50172931473528e-05,0
Sporolactobacillaceae Family,0,0,0,0.000509833911798733,0,0,0,0,0,0,0,0.000409614775922099,0.000975626753079322,0.00104228994962265,0.00117235663897479,0,0,0,0,0,0,0,0,0,0,0,0,0.000327990728795399,0.000837804951028306,0.000424874468906914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporomusa,0,0,0,0,0,0,0,0,0,0,0.000400553492098172,0.000558565603530135,0,0,0.000141491318496958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporosarcina,0,0,0,0.00105888581681275,0,0,0,0,0,0,0,0.00111713120706027,0.00334500601055768,0.00104228994962265,0.000848947910981748,0.00105943714006302,0,0,0.00102844529172729,0,0,0,0,0,0,0,0.00191046296885945,0.0018586141298406,0.00155592348048114,0.00059868675164156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporotomaculum,0,0,0,0,0,0,0,0,0,0,0,0.000726135284589175,0.000278750500879806,7.72066629350113e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000509456791695854,6.55981457590799e-05,0,0.000193124758594052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpSt-539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71095899604053e-05,0,0,0,0,0,0,8.49094652826424e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpSt-583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434640877974573,0.00230894717028485,0.00247124798023002,0.00283449556012642,0,0,0,0.00562372188139059,0,0.00220609863712129,0,0.000488229425375194,0,0.000199477369292454,0.000444186944766319,0.000781717018439325,0,0,0,0,0,0,0,0,0,0,0,0.00113845820232029,0.000770582251949573,0.00142367753703786,0,0,0,0,0.00324841059909973,0,0.000564042303172738,0,0,0
SSA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233136462542742,0,0
Stellaceae Family,0,0,0,0.000607878894836951,0.000333385629118293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628439171686516,0.00157337156043495,0.00176443171982156,0.00127557278123927,0.00574567126969597,0.00235691013702429,0,0,0,0,0,0.00174456765813383,0.00184321804185189,0.000832228832105539,0.000645103883970281,0.00132533922372988,0.00178190165829226,0,0,0,0,0,0.000349704693814113,0,0
Stenotrophobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70091579182488e-05,0.000233672157962379,0,0,6.90917884409438e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenotrophomonas,0,0,0,0,0.000254941951678695,0,0,0,0,0,0.000364139538271065,0.000204807387961049,0.000679454345894528,0.000791368295083866,0.000828734865482182,0,0,0,0,0.000290808223161756,0.000213957137253504,0,0,0,0,0.000300435631665916,0.000233501029527267,0.000393588874554479,0.000538588897089625,0.000270374662031672,0,0,0,0,0.000253199072901856,0.000231069621276891,0.000124790530181481,0.000245700245700246,0.000428398956264361,0.000203905931396982,0.00038874065697171,0,0,0,0,0.000315556958030925,0.000160531680927231,0,0,0,0,0,0.000155424308361828,0.000380069172589411,0.000339197335759108
Steroidobacteraceae Family,0.000939163101325264,0.00248422933065372,0.00185497470489039,0.00135302076592741,0.000372607467838092,0.000601991201667053,0.00519245964555819,0.0017905102954342,0.00103127180078255,0.00126530460347587,0.00203918141431797,0.000428233629373103,0.000679454345894528,0.000231619988805034,0.000384047864491743,0,0,0,0,0,0,0,0,0,0,0,0,0.000349856777381759,0,0,0.00016860563142809,0.00125869724834796,0.0018975963779213,0.0017171172055144,0.00671951385778003,0.00605402407745454,0.00278104610118729,0.00174223810587447,0.00103205203100051,0.00129140423218089,0.00139593235912569,0.00267730680208657,0,0.000708935671793607,0.000244694576678382,0,0.0002086911852054,0,0,0,0,0.000893066980023502,0.000271992539633199,0,0
Sterolibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207962659149202,0.000552643776517988,0.000491400491400491,0.000856797912528722,0.000634374008790611,0.000477090806283463,0.000483642519086607,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptacidiphilus,0.0080559323802567,0.0114162898453637,0.0104312213924356,0.00974567131399886,0.0219838406024474,0.0176429729103959,0.0168754938480641,0.0117377897145131,0.0049743698625982,0.00234453500055822,0.00265821862937878,0.00236459438827757,0.0015853934737539,0.00146692659576521,0.00143512623046914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002086911852054,0,0,0,0,0,0,0,0
Streptomyces,0.000396535531670667,0.00103276949701334,0.00158997831847748,0,0.00160809538751177,0,0,0,0,0,0,0,0,0,0,0.000787786591328915,0.00228384991843393,0.000918797325982955,0.00188130236291577,0.0029304520949377,0,0.0033015577772611,0,0,0,0,0,0.000459187020313559,0.000339111527797171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033659408856632,0,0,0,0,0,0,0,0,0
Streptomycetaceae Family,0.0014609203798393,0.00602914084742924,0.00643218501565888,0.00698080279232112,0.00698148729212426,0.00453808752025932,0,0,0,0,0,0,0.000400703845014722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptomycetales Order,0,0,0,0,0.00096093504863508,0.00449178050474647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptosporangiaceae Family,0.0141917979755818,0.0130073131245464,0.0138039026740544,0.0122556228797772,0.0488508001255099,0.0359805510534846,0.0156338187154306,0.00920123346264797,0.00333646759076708,0.00293997246101745,0.00243973490641614,0.00337001247463181,0.0031707869475078,0.00200737323631029,0.0026276959149435,0,0,0.0018059119855527,0,0.00114086302932689,0,0,0,0,0,0,0,0,0,0,0.00395456844622247,0.00475507849375896,0.00539316865303948,0.00404749055585537,0.0214245369378494,0.00552256394851769,0.00190751238991693,0.000893455438909984,0.00165517778556685,0.00101952965698491,0.00153729259802449,0.00495733582063772,0.00219559796161769,0,0.00195755661342706,0.0358262333017777,0.0156999983946832,0.00896926209638321,0.00356991873737611,0,0,0.00110458284371328,0.00114625427416848,0.000760138345178823,0.000616722428652924
Streptosporangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271650548734108,0.000225875266658301,0,0,0,0,0.000697512206463613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfotelmatobacter,0.00400709589898779,0,0.000602264514574801,0.000372570935545228,0,0,0,0.000994727941907888,0.00758288088810701,0.0123925421458077,0.00637244191974365,0.00342586903498483,0.00343211554208261,0.00214248489644656,0.00264790896044307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619242500881348,0.00527953568057061,0.00193088754244623,0.000883088848550262,0,0.00247244494766273,0.00534816557920633,0.00672325217779763,0.00303773805351092,0.00317187004395306,0.0018553531355468,0.00255639617231492,0.00298167624417218,0.00261997965662855,0.00318102949681897,0.000610076785526454,0,0,0,0.0099772611258063,0.00709253845785211,0.00618096357226792,0.00235079266397265,0.00176732165254076,0.00177307698237716
Sulfuricaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475161324933707,0.00090905912380686,0.00136493774552234,0.00110386106068783,0.000175291665855131,0.000439032280426092,0.00212143901308518,0.0056287692651329,0.00391400864586984,0.00256015224976211,0.00219108370293146,0.00260821501364563,0.000162636886045755,0,0,0,0,0,0,0.00116014664253562,0,0.000493537015276146,0.000446844886540255,0.000190034586294706,0.000339197335759108
Sulfurifustaceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244485493860698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37320971727199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumerlaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122622277402247,0,0,0,0,0,0,0,0,0,0,0,8.13184430228776e-05,0.000184939740467898,0,0,0,0,0,0,0,0,0,7.60138345178823e-05,0
Sumerlaeaceae Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125420157527718,0,0,0,0,0,0.000490244141582508,0,0,6.55981457590799e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185623462805699,0,0,7.77121541809139e-05,0,0
Sumerlaeia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135530738371463,0,0,0,0,0,0,0,0,0,0,0,0
SURF-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245700245700246,0.000545235035245551,0.000475780506592958,0.000194370328485855,0.000120910629771652,0,0,0,0,0,0,0,0,0,0,0.000271992539633199,3.80069172589411e-05,0
SURF-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24547326413212e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SURF-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505816894284269,0,0,0.000269832703723691,0,0.000716315825958361,0.00164010411095661,0.00321643958007594,0.00422557152315302,0.00265077710816077,0.00242079409114201,0.00297094690296058,0,0,0,0,0,0,0,0,0,0.00150411280846063,0.00106854211998757,0.000494089924366235,0.000323779275042785
SURF-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55981457590799e-05,0,0,0.000214588985453932,0,0,0,0,0,0,0,0,0,0,0,0.000298167624417218,0.000462349351169744,0.000378164345775682,0,0,0,0,0,0,0.00119858989424207,0.000291420578178427,0.000247044962183117,0.000123344485730585
SXKJ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000814951646202325,0.000627431296273058,0.000411874663371669,0.00070235288215522,0,0,0,0.000743632645473136,0.00228527899447724,0,0.000225326723749437,0.000169818930565285,0.00015306234010452,0,0.000135187331015836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXTU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213708423997513,0,0
SXWH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000814951646202325,0,0,0,0,0,0,0,0,0.00240219629375429,0.000450653447498873,0.000148591564244624,0,0,0.000289687137891078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXXK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000679126371835271,0.000401556029614757,0.000285143997718848,0.000551848693121959,0,0,0,0,0.000888719608963372,0.00240219629375429,0.00217815832957789,0.000509456791695854,0.00024052653444996,0,0.000212437234453457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXYR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5047999239616e-05,0,0,0,0,0,0,0,0,0.0012948693455603,0.00212100671287692,0.000359059264726417,0.000502124372344535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYBY01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000626356172963783,0,0,0,0,0,0,0,0,9.97386846462269e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYFN01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194370328485855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
